title,網址,標籤,keywords
歲末大餐多，胃食道逆流患者增2成！醫：還會造成這症狀,https://www.everydayhealth.com.tw//article/18135,"['保健新聞', '胃食道逆流', '火燒心', '牙齒敏感', '敏感性牙齒', '胃酸', '大吃大喝']","['牙齒', '火燒心', '胃酸', '敏感性牙齒', '飲料', '牙齒敏感', '酸蝕', '食道', '胃食道逆流', '逆流', '保健新聞', '大吃大喝']"
67歲心臟權威健檢沒紅字，都靠每天做2事,https://www.everydayhealth.com.tw//article/18102,"['養生保健', '快走', '太極拳', '心血管疾病', '心血管', '身體柔軟血管就柔軟']","['運動', '水深', '快走', '太極拳', '心血管疾病', '血管', '心臟', '心血管', '養生保健', '身體柔軟血管就柔軟']"
每天定時吃三餐不一定好？醫學博士揭迷思,https://www.everydayhealth.com.tw//article/729,"['養生保健', '健康飲食', '跑步', '壓力', '減重']","['健康', '三餐', '東西', '跑步', '養生保健', '醫學博士', '減重', '健康飲食', '壓力']"
關於骨骼健康，你做對了嗎？正確補鈣有訣竅,https://www.everydayhealth.com.tw//article/17939,"['健康飲食', '鈣', '高鈣', '牛奶']","['骨質', '補鈣', '鈣質', '奶粉', '高鈣', '骨骼', '鈣', '牛奶', '健康飲食']"
身體柔軟，血管就柔軟！身體柔軟20個驚人好處：內臟代謝高、脂肪燒得快、跌倒、疼痛機率都少了,https://www.everydayhealth.com.tw//article/18108,"['養生保健', '柔軟度', '血管', '身體柔軟血管就柔軟']","['柔軟', '筋膜', '運動', '血管', '柔軟度', '養生保健', '身體柔軟血管就柔軟', '僵硬']"
更年期熱潮紅如何改善？3招養生操調養好更年期,https://www.everydayhealth.com.tw//article/13514,"['中醫養生', '女性', '更年期', '荷爾蒙', '養生']","['更年期', '養生', '機能', '經脈', '荷爾蒙', '女性', '中醫養生', '動作']"
80歲眼科醫視力1.2！護眼按摩忌1事,https://www.everydayhealth.com.tw//article/17825,"['養生保健', '眼睛疲勞', '按摩', '近視', '老花眼', '護眼']","['老花眼', '眼睛疲勞', '睫狀肌', '養生保健', '近視', '視力', '按摩', '眼睛', '護眼']"
暖暖包擺對位置效果加倍，發揮暖暖包祛寒最大效率,https://www.everydayhealth.com.tw//article/17894,"['養生保健', '暖暖包', '保暖', '虛寒', '天氣冷', '手腳冰冷']","['溫暖', '暖暖包', '氣海穴', '包貼', '保暖', '養生保健', '天氣冷', '手腳冰冷', '鼠蹊部', '擺放', '虛寒']"
噴嚏病毒飛4公尺、活45分鐘！口罩戴好戴滿2重點,https://www.everydayhealth.com.tw//article/18014,"['養生保健', '打噴嚏', '流感', '病毒', '口罩', '感冒']","['流感', '打噴嚏', '口罩', '病毒', '分鐘', '病原體', '養生保健', '感冒', '噴嚏', '45']"
這樣吃改善胃酸逆流，瘦6公斤、體力也變好,https://www.everydayhealth.com.tw//article/17876,"['保健新聞', '胃酸', '胃酸過多', '食療', '健胃', '胃食道逆流']","['洋蔥', '修復', '胃酸過多', '胃酸', '健胃', '食道', '胃食道逆流', '低酸', '食療', '飲食', '保健新聞']"
過敏性鼻炎，手掌紋路洩密！手指操這樣做改善,https://www.everydayhealth.com.tw//article/17915,"['中醫養生', '過敏性鼻炎', '鼻塞', '中醫', '中醫體質調養', '手指按摩']","['寵物', '鼻炎', '揉法', '過敏性', '進行', '過敏性鼻炎', '鼻塞', '手指按摩', '中醫', '中醫養生', '中醫體質調養']"
日名醫推薦：睡前1小時溫敷1處，從此夜夜好眠,https://www.everydayhealth.com.tw//article/17852,"['養生保健', '助眠', '失眠', '好眠', '安眠', '毛巾']","['助眠', '溫熱', '安眠', '交感神經', '脖子', '分鐘', '養生保健', '失眠', '好眠', '毛巾']"
哈欠連連竟是腦出血前兆！起床喝水10救命措施必看,https://www.everydayhealth.com.tw//article/11356,"['養生保健', '保暖', '喝水', '多喝水', '血管', '飲食', '飲食習慣', '高血壓', '便祕']","['飲食習慣', '便祕', '發生', '血管', '腦出血', '腦血管病', '保暖', '養生保健', '先兆', '喝水', '多喝水', '飲食', '高血壓']"
醫：鼻塞變胖又傷心臟！1分鐘暢通緩鼻炎,https://www.everydayhealth.com.tw//article/17916,"['養生保健', '鼻塞', '鼻子過敏', '熱敷', '肥胖', '糖尿病', '心肺功能']","['發胖', '鼻子過敏', '糖尿病', '心肺功能', '熱敷', '心臟', '呼吸', '養生保健', '鼻子', '鼻塞', '肥胖']"
抗流感中藥包藥到病除？疾管署澄清：不實廣告勿上當,https://www.everydayhealth.com.tw//article/18078,"['保健新聞', '流感', '流感疫苗', '中藥', '就醫']","['流感', '就醫', '流感疫苗', '疾管署', '藥包', '藥到病除', '劉宇倫', '中藥', '保健新聞']"
膀胱經是最大的排毒通道！養好腎，這時一定要喝水,https://www.everydayhealth.com.tw//article/12835,"['中醫養生', '穴道', '中醫', '穴道按摩', '中藥', '腎臟']","['腎陰', '中藥', '滋養', '五心', '腎臟', '時間', '膀胱經', '穴道', '穴道按摩', '中醫', '中醫養生']"
日本第一長壽村這樣養生，從沒聽過、卻比平均多活2歲,https://www.everydayhealth.com.tw//article/17836,"['養生保健', '長壽', '長壽飲食', '抗老化保養祕訣', '健走']","['白澤', '10', '長壽', '長壽飲食', '養生保健', '健走', '抗老化保養祕訣', '習慣', '高齡', '當地']"
草莓防4種癌症！草莓農藥多專家教最佳洗法安心吃,https://www.everydayhealth.com.tw//article/18002,"['生活智慧', '草莓', '保存', '冷凍', '清洗']","['冷凍', '這樣', '砂糖', '清洗', '維生素', '營養', '保存', '草莓', '生活智慧']"
給總是迎合的你：學會說「不」，也是一種溝通,https://www.everydayhealth.com.tw//article/17995,"['情緒調適', '情緒管理', '情緒', '憂鬱', '人際關係', '心理學', '壓力']","['情緒調適', '小姐', '開心', '拒絕', '憂鬱', '情緒管理', '人際關係', '討厭', '心理學', '情緒', '壓力']"
手腳冰冷讓壓力高2倍！2件事輕鬆抗虛寒,https://www.everydayhealth.com.tw//article/17854,"['保健新聞', '手腳冰冷', '壓力', '紓壓', '自律神經', '血液循環']","['處於', '交感神經', '血液循環', '紓壓', '手腳', '自律神經', '手腳冰冷', '保健新聞', '壓力', '虛寒']"
隱形眼鏡沾水，女大生眼角膜遭蟲啃一半險失明,https://www.everydayhealth.com.tw//article/17929,"['疾病迷思', '眼睛', '眼睛病變', '隱形眼鏡', '眼睛疾病', '傷眼']","['眼睛疾病', '疾病迷思', '原蟲', '沒有', '阿米巴', '傷眼', '角膜炎', '隱形眼鏡', '眼睛病變', '眼睛']"
警覺！聽力差早3年失智，視力差罹病率竟飆9倍,https://www.everydayhealth.com.tw//article/17949,"['銀髮族健康/長期照護', '視力', '聽力', '失智', '健康檢查', '銀髮族']","['銀髮族健康/長期照護', '群體', '銀髮族', '失智症', '認知', '健康檢查', '失智', '視力', '聽力']"
鹹菜蜜餞查出過敏添加物！林杰樑：我家小孩不吃原因還有...,https://www.everydayhealth.com.tw//article/18023,"['保健新聞', '醃漬', '食品添加物', '加工食品', '防腐劑', '黃麴毒素', '肉毒桿菌']","['防腐劑', '苯甲酸', '檢出', '林杰', '黃麴毒素', '食品', '肉毒桿菌', '食品添加物', '醃漬', '保健新聞', '加工食品']"
四物湯何以讓女人代代相傳？中醫：補血養肝四藥相伍,https://www.everydayhealth.com.tw//article/17526,"['氣血不足調養', '四物湯', '當歸', '黃耆', '補血', '虛寒']","['川芎', '當歸', '黃耆', '補血', '氣血不足調養', '血虛', '四物湯', '虛寒']"
手掌紋路異樣警示子宮肌瘤！名醫手指操活經通絡,https://www.everydayhealth.com.tw//article/17911,"['中醫養生', '子宮肌瘤', '子宮', '手指按摩', '婦產子宮健康', '中醫體質調養']","['肌瘤', '手錶', '婦產子宮健康', '子宮', '子宮肌瘤', '雌激素', '20', '手指按摩', '中醫養生', '中醫體質調養']"
不愛喝水竟易得阿茲海默症！讓腦血管變年輕這樣吃,https://www.everydayhealth.com.tw//article/7060,"['健康飲食', '阿茲海默症', '飲食', '食療', '魚', '鯖魚']","['ARA', '魚', '製造', '鯖魚', '阿茲海默症', '食療', '脂肪', '飲食', '健康飲食', 'DHA']"
醫師常喘不過氣，意外發現過敏原竟藏家中這處…,https://www.everydayhealth.com.tw//article/17155,"['除黴/除濕', '除黴', '黴菌', '黴菌感染', '濕氣']","['環境', '黴菌感染', '除黴/除濕', '除黴', '管線', '濕氣', '系統', '黴菌', '氣流']"
【2018運勢大全】十一月出生：運勢高峰、感情進展佳！,https://www.everydayhealth.com.tw//article/17931,"['其他身心健康', '過年', '好運', '改運', '開運', '運氣']","['運氣', '戀愛', '好運', '其他身心健康', '過年', '周遭', '財運', '運勢', '2018', '開運', '改運']"
【2018運勢大全】十月出生：開春後回歸初心,https://www.everydayhealth.com.tw//article/17932,"['其他身心健康', '好運', '改運', '運氣', '開運', '過年']","['不過', '開始', '好運', '其他身心健康', '過年', '改運', '變化', '運勢', '2018', '開運', '運氣']"
【2018運勢大全】九月出生：習得人生課題迎向新開始,https://www.everydayhealth.com.tw//article/17903,"['其他身心健康', '好運', '改運', '開運', '過年', '生活']","['不過', '開始', '生活', '好運', '其他身心健康', '過年', '人際關係', '運勢', '2018', '開運', '改運']"
【2018運勢大全】八月出生：大財報到必掌握！,https://www.everydayhealth.com.tw//article/17904,"['其他身心健康', '好運', '改運', '開運', '過年', '生活']","['不過', '幸運', '時期', '生活', '好運', '其他身心健康', '過年', '運勢', '2018', '開運', '改運']"
【2018運勢大全】七月出生：下半年起迎好運、展才能,https://www.everydayhealth.com.tw//article/17905,"['其他身心健康', '好運', '改運', '開運', '過年', '生活']","['出現', '出生', '生活', '好運', '其他身心健康', '過年', '運勢', '2018', '開運', '改運']"
中醫天然便秘藥！白蘿蔔沾這吃讓他輕鬆排除多日宿便,https://www.everydayhealth.com.tw//article/17397,"['健康飲食', '便秘', '脾胃', '肺臟', '咳嗽', '白蘿蔔', '牛奶', '蜂蜜']","['肺臟', '那麼', '咳嗽', '對於', '蜂蜜', '脾胃', '牛奶', '能夠', '白蘿蔔', '健康飲食', '便秘']"
【2018運勢大全】四月出生：財運有機會爆發,https://www.everydayhealth.com.tw//article/17895,"['其他身心健康', '好運', '改運', '開運', '過年', '感情']","['戀愛', '感情', '出生', '好運', '其他身心健康', '徵兆', '過年', '運勢', '2018', '開運', '改運']"
味噌含黃麴毒素？食藥署：此麴非彼麴,https://www.everydayhealth.com.tw//article/17992,"['保健新聞', '味噌', '味噌湯', '黃麴毒素', '高血壓', '痛風', '色胺酸']","['痛風', '味噌', '色胺酸', '味噌湯', '食用', '異黃酮', '黃麴毒素', '活性氧', '保健新聞', '麴菌', '高血壓']"
【2018運勢大全】三月出生：擺脫過去束縛就有好機會,https://www.everydayhealth.com.tw//article/17884,"['其他身心健康', '開運', '好運', '運氣', '過年', '感情']","['過去', '感情', '好運', '其他身心健康', '過年', '變化', '擺脫', '運勢', '2018', '開運', '運氣']"
啤酒洗頭止癢還能潤髮？食藥署闢謠：恐傷害頭皮引發炎,https://www.everydayhealth.com.tw//article/17973,"['保健新聞', '啤酒', '洗頭髮', '頭皮', '酒精', '止癢', '發炎']","['食藥署', '啤酒', '酒精', '頭皮', '洗頭髮', '止癢', '護髮', '傷害', '保健新聞', '發炎']"
【2018運勢大全】二月出生：社交機會有益工作,https://www.everydayhealth.com.tw//article/17882,"['其他身心健康', '好運', '改運', '開運', '過年', '感情']","['開始', '戀愛', '感情', '好運', '其他身心健康', '過年', '謹慎', '運勢', '2018', '開運', '改運']"
【2018運勢大全】一月出生：適時紓壓、工作運放光明,https://www.everydayhealth.com.tw//article/17879,"['其他身心健康', '過年', '好運', '開運', '招財', '感情']","['開始', '出生', '感情', '招財', '好運', '其他身心健康', '過年', '財運', '運勢', '2018', '開運']"
鼻子過敏、呼吸困難！名醫含溫水擺頭3分鐘解決鼻塞,https://www.everydayhealth.com.tw//article/17827,"['健康小撇步', '鼻塞', '呼吸', '呼吸訓練', '舌頭', '牙齒']","['嘴唇', '牙齒', '呼吸訓練', '健康小撇步', '呼吸', '舌頭', '練習', '張力', '鼻子', '鼻塞']"
沒登錄就沒回饋！看圖學會申請台電節電獎勵金,https://www.everydayhealth.com.tw//article/17962,"['省電', '電費', '節省', '生活智慧', '生活妙招']","['節電', '生活妙招', '節省', '登錄', '回饋', '台電', '電費', '獎勵金', '省電', '生活智慧']"
學習擁有拒絕的勇氣：我們被愛，是因為我們本身值得,https://www.everydayhealth.com.tw//article/16217,"['情緒調適', '人際關係', '自我肯定', '心靈']","['情緒調適', '心靈', '權威', '拒絕', '自我肯定', '時間', '學習', '人際關係', '無法']"
膀胱炎反覆發作禍首竟是它！醫：4常見原因引發炎,https://www.everydayhealth.com.tw//article/17954,"['保健新聞', '膀胱炎', '泌尿道感染', '尿路結石', '頻尿', '血尿', '女性']","['頻尿', '膀胱', '發生', '尿路結石', '膀胱炎', '復發', '血尿', '感染', '女性', '保健新聞', '泌尿道感染']"
脂肪囤積高峰時間是…一天中竟差了20倍！,https://www.everydayhealth.com.tw//article/17519,"['養生保健', '瘦身', '睡眠', '宵夜', '脂肪', '荷爾蒙', '褪黑激素']","['宵夜', '促進', '瘦身', '分泌', '時間', '養生保健', '荷爾蒙', '脂肪', '睡眠', '褪黑激素']"
眼睛有異物感、癢痛乾眼治不好...恐是牠在作怪,https://www.everydayhealth.com.tw//article/17909,"['保健新聞', '醫學研究', '乾眼症', '保護眼睛', '眼睛乾澀', '護眼']","['醫學研究', '異物感', '治療', '蠕形', '乾眼症', '眼睛乾澀', '保護眼睛', '保健新聞', '蟎蟲', '發炎', '護眼']"
內科醫師感冒都吃這碗麵！不加料效果最好,https://www.everydayhealth.com.tw//article/17878,"['養生保健', '感冒', '飲食', '碳水化合物', '消化', '便秘']","['烏龍', '纖維', '消化', '碳水化合物', '養生保健', '感冒', '飲食', '便秘']"
華視主播皮蛇「從額頭長到眼睛」！醫：病毒入眼嚴重恐失明,https://www.everydayhealth.com.tw//article/17938,"['保健新聞', '皮蛇', '帶狀皰疹', '水痘', '病毒', '眼睛', '免疫力']","['保健新聞', '水痘', '發生', '病毒', '免疫力', '皮蛇', '報導', '帶狀皰疹', '眼睛']"
喝這碗湯暖身效果長達2小時！日本百位名醫3大祛寒秘訣,https://www.everydayhealth.com.tw//article/17897,"['養生保健', '喝湯', '玉米濃湯', '虛寒', '受寒', '暖身']","['活動', '玉米濃湯', '受寒', '勾芡', '喝湯', '腳趾', '養生保健', '預防', '暖身', '虛寒']"
